Age,Marital_Status,Education,Dependents,Residence_Type,City_Tier,Employment_Type,Years_at_Current_Job,Total_Work_Experience,Monthly_Income,Other_Income,Existing_Loans,Existing_Loan_Amount,Monthly_EMI,Debt_to_Income,Savings,Investments,Bank_Balance,Credit_Card_Utilization,Number_of_Bank_Accounts,Number_of_Credit_Cards,Credit_Score,Loan_Defaults,Missed_Payments,Tax_Return_Filed,Loan_Purpose,Loan_Amount,Loan_Tenure,Interest_Rate,Collateral,Collateral_Value,Loan_to_Value,Total_Debt_Exposure
35,Married,Diploma,2,Urban,2,Self-Employed,2,12,99631,0.0,0,0,0,0.0,1322315.0,809051.0,896794.0,37.75,4,3,665.0,0,0,Yes,Business,5308874,5,11.32,No,,,5308874
35,Single,Post Graduate,0,Urban,1,Government,7,13,142325,0.0,1,1176068,11093,7.79,3010271.0,538336.0,2838930.0,0.0,3,5,641.0,0,1,Yes,Business,4019933,10,13.46,Yes,5275773.0,76.2,5196001
30,Married,Graduate,1,Rural,4,Private,1,2,45215,0.0,0,0,0,0.0,859064.0,315042.0,746485.0,56.66,2,1,648.0,0,0,Yes,Medical,272986,5,12.35,No,,,272986
45,Married,Diploma,2,Urban,1,Self-Employed,16,19,180127,99078.0,1,4605529,41892,23.26,1525501.0,1115599.0,985040.0,29.92,2,2,683.0,0,0,Yes,Education,1912664,7,11.57,No,,,6518193
41,Married,Graduate,3,Urban,1,Private,2,3,67448,64348.0,4,1540114,13522,20.05,1040984.0,147594.0,310260.0,43.49,1,1,669.0,0,0,Yes,Home,1706279,25,10.65,Yes,2337963.0,72.98,3246393
43,Divorced,Post Graduate,1,Rural,4,Private,1,22,47859,0.0,1,1066642,11068,23.13,644289.0,103830.0,581832.0,63.44,2,1,647.0,0,0,Yes,Personal,858710,2,11.74,No,,,1925352
42,Married,Graduate,0,Rural,4,Self-Employed,13,14,101668,16189.0,2,6983734,68842,67.71,334982.0,230320.0,387642.0,57.92,2,2,511.0,0,3,Yes,Home,4735781,20,16.07,Yes,8025754.0,59.01,11719515
25,Married,Post Graduate,3,Urban,3,Government,1,3,58536,0.0,1,3138003,34688,59.26,699006.0,568142.0,566760.0,47.93,3,1,412.0,1,3,Yes,Vehicle,744773,5,16.13,Yes,1039729.0,71.63,3882776
33,Single,High School,0,Urban,1,Self-Employed,0,8,54229,0.0,0,0,0,0.0,589938.0,0.0,330350.0,64.34,1,2,661.0,0,0,Yes,Business,2129107,5,11.9,Yes,4460826.0,47.73,2129107
39,Married,Graduate,0,Urban,1,Private,1,9,56760,0.0,0,0,0,0.0,1246322.0,,964434.0,24.87,1,0,618.0,0,0,No,Home,3517246,20,13.76,Yes,6447731.0,54.55,3517246
36,Married,No Formal,0,Urban,1,Self-Employed,5,14,82337,,1,848416,10193,12.38,1049035.0,184696.0,305812.0,36.58,2,3,678.0,0,0,Yes,Home,3580874,20,11.14,Yes,3810571.0,93.97,4429290
43,Married,Graduate,1,Urban,1,Private,21,21,128064,8486.0,3,4920540,105153,82.11,739555.0,101420.0,795362.0,63.47,3,2,407.0,1,3,Yes,Vehicle,867057,3,15.88,Yes,1077218.0,80.49,5787597
31,Married,Diploma,2,Urban,2,Private,5,8,83045,21452.0,3,1563820,19058,22.95,923848.0,479884.0,1063087.0,38.8,3,2,641.0,0,0,Yes,Business,2923848,10,13.47,Yes,5154860.0,56.72,4487668
59,Single,Graduate,0,Urban,3,Government,0,0,37146,17394.0,3,1718817,17713,47.68,67225.0,27281.0,80235.0,57.33,2,1,508.0,0,3,No,Education,156512,5,16.94,No,,,1875329
25,Divorced,Post Graduate,0,Urban,2,Government,1,1,66825,18285.0,1,3996805,43951,65.77,570238.0,0.0,536488.0,46.29,1,2,507.0,0,3,Yes,Vehicle,606289,7,15.28,Yes,1149010.0,52.77,4603094
28,Married,PhD,1,Urban,1,Government,0,0,99476,5083.0,0,0,0,0.0,1516107.0,274867.0,1290349.0,60.57,3,3,703.0,0,0,Yes,Home,3819657,20,9.62,Yes,7924672.0,48.2,3819657
24,Single,Graduate,0,Rural,4,Private,1,2,40090,0.0,1,203252,2123,5.3,263292.0,0.0,228840.0,34.87,3,1,624.0,0,0,No,Home,1350900,30,13.27,Yes,1795101.0,75.25,1554152
31,Married,Graduate,2,Rural,3,Self-Employed,6,9,104508,0.0,1,2265400,22851,21.87,1452777.0,1182381.0,1085996.0,19.26,2,2,640.0,0,0,Yes,Personal,854440,5,11.83,No,,,3119840
50,Single,High School,0,Urban,2,Private,2,3,58083,11196.0,0,0,0,0.0,1373713.0,0.0,1371246.0,24.78,3,1,642.0,0,0,Yes,Personal,689805,2,11.68,No,,,689805
33,Married,Diploma,1,Urban,2,Government,5,7,46003,0.0,0,0,0,0.0,719499.0,77180.0,703270.0,31.8,2,0,639.0,0,0,No,Home,1279064,15,12.2,Yes,2227947.0,57.41,1279064
43,Married,Diploma,1,Rural,4,Government,0,1,51168,17441.0,3,862678,10507,20.53,408186.0,0.0,414555.0,58.77,2,1,640.0,0,0,Yes,Vehicle,534467,3,13.49,No,,,1397145
42,Married,PhD,1,Rural,4,Private,0,0,40027,0.0,2,2347487,52996,95.0,113795.0,43244.0,68962.0,41.79,1,1,360.0,1,3,Yes,Personal,758767,3,16.26,No,,,3106254
34,Single,High School,0,Urban,4,Self-Employed,7,10,62692,25431.0,1,2099435,21734,34.67,873778.0,498637.0,574127.0,16.51,2,3,458.0,1,2,No,Vehicle,362771,3,16.15,Yes,380599.0,95.0,2462206
50,Married,Graduate,0,Urban,1,Private,7,13,107993,0.0,1,4495423,43673,40.44,1304662.0,821766.0,557197.0,44.92,4,3,618.0,0,0,Yes,Personal,813479,5,13.56,Yes,1028111.0,79.12,5308902
28,Married,Diploma,3,Urban,1,Private,0,0,53041,0.0,1,1291971,14754,27.82,525572.0,0.0,593972.0,17.15,2,1,626.0,0,0,No,Home,1957688,30,12.89,Yes,3081612.0,63.53,3249659
30,Married,Post Graduate,1,Rural,4,Government,0,0,32077,7160.0,2,1734349,19721,61.48,227564.0,69394.0,176502.0,60.6,2,2,573.0,0,1,Yes,Personal,178917,5,15.15,Yes,371622.0,48.14,1913266
26,Married,High School,2,Urban,1,Private,0,0,59828,0.0,0,0,0,0.0,848882.0,0.0,695058.0,39.49,3,0,686.0,0,0,Yes,Personal,1016538,3,11.79,No,,,1016538
27,Married,Graduate,0,Urban,1,Private,1,1,69812,69756.0,0,0,0,0.0,1037215.0,0.0,822735.0,51.76,3,1,693.0,0,0,Yes,Vehicle,500551,5,10.25,Yes,998618.0,50.12,500551
32,Married,Graduate,1,Urban,1,Self-Employed,1,3,72500,0.0,0,0,0,0.0,1226942.0,0.0,408442.0,18.88,3,1,691.0,0,0,No,Medical,173976,3,10.61,No,,,173976
58,Divorced,Diploma,0,Urban,3,Government,9,14,63162,0.0,2,2812054,25175,39.86,91085.0,0.0,141916.0,39.7,3,2,621.0,0,0,Yes,Personal,464067,2,12.46,No,,,3276121
29,Married,High School,0,Urban,1,Self-Employed,3,3,44164,664395.0,1,805131,11929,27.01,197082.0,0.0,219713.0,56.57,2,2,571.0,0,2,Yes,Home,2324447,20,16.05,Yes,2457418.0,94.59,3129578
29,Married,Diploma,1,Urban,2,Private,1,8,53207,0.0,2,1592017,17865,33.58,762326.0,0.0,403479.0,38.44,3,2,577.0,0,1,Yes,Home,3064608,20,16.76,Yes,5708826.0,53.68,4656625
31,Single,Graduate,0,Urban,1,Self-Employed,1,8,113902,0.0,0,0,0,0.0,419687.0,0.0,395611.0,20.3,2,1,715.0,0,0,Yes,Education,976588,5,10.33,No,,,976588
57,Married,Graduate,1,Rural,4,Private,1,5,45907,0.0,0,0,0,0.0,743224.0,0.0,462945.0,25.74,1,2,705.0,0,0,Yes,Home,2710893,20,9.2,Yes,5690003.0,47.64,2710893
25,Single,High School,0,Urban,2,Private,0,0,60024,0.0,3,2528324,24636,41.04,734274.0,208209.0,867114.0,52.47,2,1,516.0,1,1,No,Vehicle,356275,7,14.41,Yes,507225.0,70.24,2884599
41,Married,Graduate,2,Rural,3,Self-Employed,2,5,32759,0.0,0,0,0,0.0,765595.0,222891.0,689671.0,34.3,1,0,669.0,0,0,No,Education,126148,10,11.83,Yes,236536.0,53.33,126148
37,Married,Graduate,0,Rural,2,Private,2,6,44460,22839.0,0,0,0,0.0,872404.0,0.0,,75.78,1,1,710.0,0,0,No,Home,3169621,30,10.24,Yes,5909241.0,53.64,3169621
59,Single,Graduate,1,Urban,1,Government,9,36,145656,6695.0,2,1812870,24903,17.1,1061880.0,200843.0,968370.0,46.01,3,3,705.0,0,0,Yes,Personal,2204918,5,10.47,No,,,4017788
34,Married,Post Graduate,2,Urban,1,Self-Employed,1,4,111066,132657.0,4,10095366,90096,81.12,717484.0,272286.0,796486.0,41.55,3,2,414.0,1,3,Yes,Vehicle,1562259,5,13.98,Yes,2895395.0,53.96,11657625
30,Married,High School,1,Urban,2,Private,0,4,71855,0.0,1,686203,8065,11.22,457930.0,0.0,240745.0,49.87,3,2,622.0,0,1,Yes,Business,2573007,10,13.04,Yes,4395252.0,58.54,3259210
34,Married,Post Graduate,2,Rural,3,Private,5,6,48508,0.0,1,539340,7541,15.55,872913.0,151254.0,1081805.0,19.4,1,2,618.0,0,0,Yes,Home,1324026,20,12.06,Yes,1642078.0,80.63,1863366
23,Single,Graduate,1,Urban,2,Private,0,1,44320,0.0,1,1865494,16925,38.19,94405.0,0.0,119127.0,72.63,2,2,609.0,0,1,Yes,Business,1601819,10,13.33,Yes,2694752.0,59.44,3467313
42,Married,No Formal,2,Rural,3,Self-Employed,0,0,89104,0.0,0,0,0,0.0,1343264.0,0.0,1289372.0,37.82,3,2,703.0,0,0,Yes,Home,5875778,30,10.18,Yes,7574528.0,77.57,5875778
33,Single,Diploma,0,Urban,1,Government,1,12,76301,12615.0,1,4929672,55959,73.34,409928.0,617648.0,311782.0,54.08,2,2,525.0,0,3,Yes,Education,977233,5,14.37,No,,,5906905
36,Married,Graduate,0,Rural,3,Private,10,15,50567,0.0,0,0,0,0.0,602252.0,0.0,472914.0,29.82,1,2,667.0,0,0,Yes,Education,208243,5,10.72,No,,,208243
29,Single,Graduate,0,Rural,3,Private,2,8,50002,0.0,3,3697863,39272,78.54,96980.0,49073.0,78527.0,54.15,2,2,468.0,0,4,Yes,Personal,637515,2,16.97,No,,,4335378
40,Married,Post Graduate,2,Rural,3,Private,10,14,72645,87178.0,1,3670451,34169,47.04,251426.0,99289.0,128462.0,20.74,3,2,623.0,0,0,Yes,Home,5390939,25,13.44,Yes,10987006.0,49.07,9061390
28,Married,Graduate,1,Rural,4,Government,1,4,48787,0.0,3,2755561,31487,64.54,422026.0,95832.0,149629.0,26.31,4,1,551.0,0,2,Yes,Personal,391999,2,13.73,No,,,3147560
45,Single,Post Graduate,0,Urban,1,Private,5,13,110800,22783.0,1,4578724,43976,39.69,1585525.0,952555.0,820507.0,39.6,2,3,642.0,0,0,Yes,Personal,909402,2,12.52,No,,,5488126
43,Single,High School,0,Urban,1,Skilled Labor,3,9,80805,0.0,1,2901372,59211,73.28,448991.0,0.0,247123.0,69.81,2,2,510.0,0,2,Yes,Home,3471882,20,15.68,Yes,6968644.0,49.82,6373254
23,Single,Graduate,0,Urban,2,Private,1,1,66800,0.0,3,526403,5094,7.63,480993.0,0.0,297070.0,29.25,1,3,666.0,0,0,,Home,2756633,30,10.59,Yes,4815462.0,57.25,3283036
39,Married,Graduate,1,Urban,3,Private,1,1,48688,0.0,3,1661622,20180,41.45,616099.0,0.0,589733.0,49.44,4,2,574.0,0,1,Yes,Business,2278334,15,16.3,Yes,3162725.0,72.04,3939956
27,Married,High School,1,Rural,4,Unemployed,1,2,7276,98157.0,1,470138,6115,84.04,36362.0,0.0,18361.0,49.18,2,0,357.0,1,3,No,Business,179086,5,16.24,Yes,304255.0,58.86,649224
32,Divorced,Diploma,0,Urban,1,Private,3,5,79043,0.0,1,4534896,50269,63.6,461538.0,0.0,481141.0,50.66,1,2,528.0,0,3,Yes,Vehicle,1051413,3,16.97,Yes,2143163.0,49.06,5586309
29,Single,High School,0,Urban,3,Self-Employed,8,8,99465,45667.0,1,5402420,70809,71.19,366712.0,198256.0,165965.0,51.88,3,2,546.0,0,1,Yes,Home,3634726,25,16.58,Yes,6504442.0,55.88,9037146
40,Married,PhD,1,Urban,1,Government,6,18,116690,0.0,1,2397800,23811,20.41,756493.0,219673.0,-196521.0,32.73,3,1,629.0,0,1,Yes,Business,3762384,10,13.78,No,,,6160184
38,Single,PhD,3,Urban,1,Government,9,16,895722,0.0,1,25142729,255608,28.54,8330984.0,0.0,4578453.0,0.0,3,3,850.0,0,0,Yes,Personal,13279873,3,8.05,No,,,38422602
52,Married,No Formal,2,Rural,1,Self-Employed,14,21,112517,59970.0,0,0,0,0.0,1231101.0,0.0,935473.0,21.69,4,1,690.0,0,0,Yes,Vehicle,1161113,5,11.1,Yes,1781387.0,65.18,1161113
32,Married,High School,3,Rural,4,Skilled Labor,8,10,51597,0.0,0,0,0,0.0,1056703.0,0.0,1086665.0,41.86,1,1,641.0,0,0,No,Home,1916562,25,13.34,Yes,2467339.0,77.68,1916562
24,Single,Post Graduate,0,Rural,3,Private,1,3,33341,0.0,0,0,0,0.0,484198.0,607928.0,321316.0,67.51,1,2,632.0,0,0,Yes,Home,1663722,25,13.99,Yes,3109430.0,53.51,1663722
32,Married,Post Graduate,2,Urban,1,Private,5,11,108742,0.0,0,0,0,0.0,1184133.0,190900.0,910443.0,32.71,3,1,582.0,1,0,Yes,Home,5054074,20,14.01,Yes,9603576.0,52.63,5054074
24,Single,High School,0,Rural,4,Skilled Labor,1,3,18668,,0,0,0,0.0,252768.0,0.0,172163.0,19.94,1,0,618.0,0,0,Yes,Home,732626,15,13.43,Yes,890053.0,82.31,732626
23,Divorced,Graduate,1,Urban,1,Government,2,2,49252,121091.0,2,749597,16495,33.49,689603.0,0.0,728393.0,41.59,1,1,481.0,1,3,No,Personal,924341,5,16.63,No,,,1673938
25,Single,Graduate,0,Urban,2,Private,1,3,39754,11319.0,1,1667435,22004,55.35,442253.0,198843.0,448929.0,45.0,3,1,535.0,0,2,Yes,Home,2307858,30,13.8,No,,,3975293
31,Married,Graduate,1,Urban,1,Private,9,9,69273,0.0,4,1319796,16604,23.97,1105571.0,0.0,1184107.0,19.41,3,1,602.0,0,0,Yes,Personal,1179516,3,12.21,No,,,2499312
21,Single,High School,0,Urban,1,Private,0,0,43474,0.0,0,0,0,0.0,420409.0,154759.0,217735.0,98.98784180197512,2,1,680.0,0,0,No,Personal,561959,5,11.75,No,,,561959
34,Married,Post Graduate,1,Urban,1,Government,0,4,62535,0.0,0,0,0,0.0,1274654.0,0.0,1190699.0,25.02,1,1,672.0,0,0,Yes,Home,4124743,20,11.0,Yes,5757651.0,71.64,4124743
23,Single,Post Graduate,0,Urban,2,Private,0,0,52201,0.0,0,0,0,0.0,683638.0,474174.0,468411.0,28.88,3,1,685.0,0,0,No,Home,1728266,20,11.07,Yes,3258032.0,53.05,1728266
36,Married,Post Graduate,2,Rural,3,Private,2,2,25512,0.0,1,1096151,15854,62.14,114497.0,159993.0,127896.0,35.03,2,1,481.0,0,4,No,Education,199129,5,16.66,No,,,1295280
44,Married,Post Graduate,3,Urban,1,Government,14,14,117449,0.0,0,0,0,0.0,1012760.0,170623.0,-267380.0,45.83,2,1,668.0,0,0,Yes,Home,3107564,30,10.77,Yes,4060711.0,76.53,3107564
24,Single,Graduate,0,Rural,2,Private,0,2,73236,0.0,1,1884133,38942,53.17,634818.0,210419.0,498377.0,78.54,3,1,386.0,1,5,Yes,Home,2307387,30,14.22,Yes,3740813.0,61.68,4191520
53,Married,Graduate,1,Urban,2,Self-Employed,7,7,86464,0.0,0,0,0,0.0,431493.0,252189.0,201035.0,54.72,4,3,650.0,0,0,Yes,Personal,901406,5,10.84,No,,,901406
30,Single,High School,0,Urban,1,Private,1,4,48642,0.0,0,0,0,0.0,1112288.0,1655318.0,534430.0,36.48,3,1,663.0,0,0,Yes,Personal,440919,3,11.62,No,,,440919
50,Married,High School,1,Rural,4,Self-Employed,11,19,75920,13925.0,0,0,0,0.0,1888826.0,0.0,881832.0,11.28,1,3,655.0,0,0,Yes,Home,3460224,30,11.58,Yes,5324591.0,64.99,3460224
48,Married,Graduate,1,Urban,2,Government,11,15,83255,0.0,0,0,0,0.0,174099.0,0.0,152950.0,22.98,4,2,587.0,1,0,Yes,Education,318775,5,16.34,No,,,318775
35,Married,Post Graduate,2,Urban,1,Private,1,12,65742,0.0,2,2403577,27268,41.48,266194.0,187166.0,237787.0,70.24,1,1,606.0,0,0,No,Personal,984475,5,12.95,No,,,3388052
43,Married,Graduate,0,Urban,1,Private,0,3,64174,7945.0,1,2384614,24729,38.53,190636.0,0.0,149056.0,9.41,3,2,622.0,0,0,Yes,Vehicle,302850,7,11.7,Yes,359002.0,84.36,2687464
27,Married,PhD,2,Urban,2,Private,2,3,48981,85563.0,1,2050359,21252,43.39,488983.0,340165.0,411668.0,7.16,1,1,557.0,0,2,Yes,Personal,343656,3,14.62,No,,,2394015
45,Single,No Formal,0,Urban,1,Self-Employed,3,13,108638,0.0,3,9020838,111355,95.0,541898.0,207723.0,400431.0,57.3,4,3,514.0,0,2,Yes,Vehicle,901905,5,13.72,Yes,1615110.0,55.84,9922743
33,Married,Graduate,3,Urban,1,Private,1,2,98071,0.0,1,1814882,38029,38.78,1534487.0,0.0,935493.0,58.45,3,1,555.0,0,2,Yes,Business,2420615,5,15.63,No,,,4235497
26,Married,High School,2,Urban,1,Skilled Labor,0,1,47250,0.0,0,0,0,0.0,736016.0,571213.0,899218.0,56.45,1,0,699.0,0,0,Yes,Vehicle,619561,7,10.94,Yes,691205.0,89.63,619561
29,Single,Graduate,0,Urban,1,Government,1,1,59863,0.0,1,3574694,44525,74.38,534542.0,356561.0,480027.0,63.21,2,1,432.0,0,5,Yes,Vehicle,559423,5,16.46,Yes,681343.0,82.11,4134117
31,Single,Post Graduate,1,Urban,2,Private,1,4,36812,0.0,0,0,0,0.0,736838.0,,815929.0,35.05,2,1,642.0,0,0,Yes,Home,1256051,25,12.59,Yes,2419676.0,51.91,1256051
59,Married,Graduate,2,Urban,2,Private,17,29,165648,0.0,0,0,0,0.0,2887338.0,0.0,3398699.0,38.74,4,4,710.0,0,0,Yes,Home,12885733,25,9.24,Yes,15089190.0,85.4,12885733
62,Married,Graduate,1,Urban,1,Self-Employed,13,15,139549,23930.0,1,1534308,14216,10.19,2052423.0,813968.0,1126252.0,0.0,3,3,663.0,0,0,Yes,Home,5523292,30,10.91,Yes,7304395.0,75.62,7057600
30,Married,Graduate,1,Urban,1,Private,1,1,37334,0.0,0,0,0,0.0,600984.0,365474.0,715515.0,16.11,2,2,658.0,0,0,,Vehicle,207211,7,10.63,Yes,337141.0,61.46,207211
35,Married,High School,0,Urban,1,Private,2,13,92570,0.0,0,0,0,0.0,668381.0,131292.0,328131.0,21.2,2,2,666.0,0,0,Yes,Home,4246233,25,10.92,Yes,7650031.0,55.51,4246233
29,Married,Post Graduate,3,Rural,3,Private,1,3,55166,21260.0,0,0,0,0.0,1235531.0,589547.0,1456270.0,62.25,2,0,652.0,0,0,Yes,Home,3189652,30,11.27,Yes,5722589.0,55.74,3189652
46,Married,Post Graduate,0,Urban,2,Self-Employed,6,13,84748,76562.0,1,5038551,57754,68.15,827073.0,157154.0,1027766.0,38.19,3,2,544.0,0,2,Yes,Home,6050723,25,16.42,Yes,9918577.0,61.0,11089274
61,Married,Diploma,0,Urban,1,Private,9,9,73999,0.0,1,3648483,51017,68.94,79315.0,0.0,112586.0,77.65,3,1,558.0,0,2,Yes,Personal,1034976,2,16.1,Yes,1338022.0,77.35,4683459
29,Divorced,Diploma,0,Urban,1,Private,6,8,63830,0.0,2,1414053,18738,29.36,307917.0,,143671.0,28.84,4,2,621.0,0,0,No,Home,4364180,20,12.8,Yes,4631298.0,94.23,5778233
46,Married,No Formal,2,Rural,3,Unemployed,22,23,45593,0.0,0,0,0,0.0,577960.0,1036990.0,256221.0,61.78,2,2,685.0,0,0,Yes,Home,1756810,15,10.61,Yes,3291026.0,53.38,1756810
44,Single,Graduate,0,Urban,1,Government,8,10,111272,352744.0,1,5466744,43998,39.54,428386.0,148663.0,407230.0,45.91,3,1,607.0,0,1,Yes,Home,7520838,30,12.56,Yes,14164848.0,53.1,12987582
33,Married,Post Graduate,3,Rural,4,Private,0,0,56001,104375.0,2,2218543,50804,90.72,150198.0,0.0,101784.0,34.99,2,0,391.0,1,3,No,Personal,522337,2,15.55,No,,,2740880
28,Married,Graduate,0,Urban,2,Self-Employed,0,1,55526,0.0,0,0,0,0.0,210629.0,69030.0,198981.0,46.54,2,1,659.0,0,0,Yes,Vehicle,816434,7,11.48,Yes,1509993.0,54.07,816434
39,Married,Graduate,1,Rural,2,Private,5,9,108002,0.0,2,7572458,75010,69.45,314837.0,85077.0,196362.0,61.99,2,3,434.0,1,3,Yes,Home,6717668,25,14.2,Yes,11004090.0,61.05,14290126
33,Married,Graduate,3,Urban,1,Government,1,2,75064,0.0,1,470339,5148,6.86,1402712.0,393541.0,1003220.0,28.47,2,3,654.0,0,0,Yes,Home,5582441,25,10.91,Yes,6093611.0,91.61,6052780
37,Married,No Formal,3,Urban,2,Self-Employed,0,0,31929,0.0,1,1680677,19989,62.6,329288.0,89014.0,421199.0,47.61,1,2,440.0,1,2,No,Home,1895498,20,16.32,Yes,2374080.0,79.84,3576175
21,Single,Graduate,0,Urban,1,Private,0,0,68413,7128.0,0,0,0,0.0,1138512.0,0.0,837076.0,33.12,2,3,702.0,0,0,No,Personal,1100263,3,9.92,No,,,1100263
23,Single,Graduate,0,Urban,1,Private,0,1,64584,94139.0,1,1974953,22533,34.89,273809.0,83196.0,348091.0,28.9,1,3,607.0,0,0,No,Home,1850527,25,11.93,Yes,3687300.0,50.19,3825480
55,Married,Post Graduate,2,Rural,4,Government,22,22,96128,52483.0,0,0,0,0.0,1185853.0,0.0,578598.0,0.0,4,1,679.0,0,0,Yes,Personal,1296211,3,11.31,No,,,1296211
22,Married,Graduate,1,Urban,1,Self-Employed,0,0,68182,546744.0,1,311260,4412,6.47,175874.0,51028.0,103043.0,0.0,3,1,491.0,1,2,No,Home,4461434,30,16.47,Yes,6554702.0,68.06,4772694
30,Married,Graduate,2,Urban,1,Private,0,4,79170,0.0,2,5641607,47251,59.68,665544.0,233490.0,387326.0,48.36,2,1,489.0,0,4,Yes,Business,3241530,5,16.66,Yes,4076850.0,79.51,8883137
26,Married,Diploma,0,Urban,2,Private,0,0,42367,0.0,2,2098800,23573,55.64,70592.0,51924.0,112460.0,63.99,1,1,521.0,0,4,Yes,Vehicle,424882,5,16.74,Yes,564591.0,75.25,2523682
31,Married,Diploma,2,Urban,1,Government,6,6,113843,10168.0,2,1827913,15314,13.45,1768317.0,563280.0,1183282.0,50.58,3,2,622.0,0,0,Yes,Education,689393,7,13.1,No,,,2517306
33,Married,No Formal,1,Urban,2,Skilled Labor,6,6,27617,0.0,1,1410390,16841,60.98,178133.0,0.0,92012.0,77.33,2,2,565.0,0,1,No,Vehicle,388685,3,15.71,Yes,461637.0,84.2,1799075
32,Married,Post Graduate,0,Urban,1,Government,6,7,58997,0.0,0,0,0,0.0,294611.0,0.0,212168.0,50.32,2,1,674.0,0,0,No,Personal,191305,3,10.91,No,,,191305
55,Widowed,No Formal,1,Urban,1,Self-Employed,1,1,89239,50355.0,1,3883990,84992,95.0,479008.0,0.0,371314.0,55.43,3,2,445.0,1,1,Yes,Personal,247395,3,15.8,No,,,4131385
31,Single,Graduate,0,Urban,2,Private,0,1,84522,417985.0,1,2220086,23218,27.47,173622.0,0.0,219496.0,25.78,4,1,630.0,0,0,,Business,2558879,15,13.57,Yes,3162200.0,80.92,4778965
21,Single,Post Graduate,0,Urban,1,Private,0,0,39589,0.0,0,0,0,0.0,413201.0,692552.0,298490.0,39.29,3,1,714.0,0,0,No,Medical,184331,2,9.47,Yes,267834.0,68.82,184331
24,Single,Post Graduate,0,Rural,3,Self-Employed,0,2,73726,344316.0,0,0,0,0.0,284651.0,71438.0,170497.0,24.22,1,2,652.0,0,0,Yes,Home,4505514,30,10.03,Yes,7670636.0,58.74,4505514
33,Married,High School,1,Urban,1,Skilled Labor,0,10,81206,24043.0,2,3180310,30181,37.17,900622.0,0.0,648781.0,38.46,3,1,592.0,0,1,Yes,Home,5926945,25,15.28,Yes,7784933.0,76.13,9107255
52,Married,High School,1,Rural,4,Self-Employed,20,22,59048,369581.0,1,2998016,32196,54.53,514142.0,0.0,234915.0,60.87,1,0,436.0,1,3,Yes,Education,281978,10,16.88,No,,,3279994
31,Married,Graduate,0,Urban,1,Private,0,3,85259,23786.0,0,0,0,0.0,2040880.0,0.0,1647440.0,32.94,5,2,693.0,0,0,Yes,Home,3132521,20,10.56,Yes,4450415.0,70.39,3132521
49,Married,Graduate,2,Rural,4,Private,2,2,34455,42103.0,1,613811,6763,19.63,554761.0,0.0,287831.0,24.32,3,2,624.0,0,0,No,Business,643643,10,13.16,No,,95.72114062986888,1257454
45,Married,Post Graduate,2,Urban,1,Private,0,7,72613,0.0,0,0,0,0.0,1604723.0,736751.0,751085.0,36.89,3,2,688.0,0,0,No,Home,4272694,15,10.55,Yes,6874083.0,62.16,4272694
23,Single,Post Graduate,0,Urban,1,Private,1,1,86092,0.0,0,0,0,0.0,931844.0,0.0,433862.0,35.64,3,1,676.0,0,0,Yes,Vehicle,357363,5,10.59,Yes,611882.0,58.4,357363
59,Married,No Formal,2,Urban,2,Self-Employed,27,34,73343,0.0,1,341986,3408,4.65,692766.0,0.0,687788.0,13.04,1,1,673.0,0,0,,Home,5096830,30,11.96,Yes,8410053.0,60.6,5438816
34,Single,No Formal,0,Rural,4,Self-Employed,2,6,78660,25066.0,0,0,0,0.0,490171.0,97334.0,346584.0,35.71,4,2,647.0,0,0,Yes,Education,994937,5,13.33,No,,,994937
31,Married,Graduate,0,Urban,2,Government,0,5,91834,18203.0,1,4978580,64030,69.72,868522.0,0.0,990551.0,39.11,4,1,532.0,0,2,Yes,Home,6229071,20,13.66,Yes,11159440.0,55.82,11207651
33,Single,Diploma,0,Urban,1,Private,6,10,75613,13334.0,2,5391165,77344,95.0,360619.0,68834.0,121255.0,57.23,1,2,532.0,0,2,No,Vehicle,1130290,7,14.67,Yes,1835979.0,61.56,6521455
44,Married,High School,0,Urban,2,Private,1,11,66256,15013.0,1,1462427,13129,19.82,989477.0,545145.0,307236.0,8.41,2,2,637.0,0,0,Yes,Personal,887492,2,13.42,No,,,2349919
24,Single,High School,0,Urban,1,Private,0,0,56095,21453.0,1,3488233,39176,69.84,168209.0,61446.0,215660.0,53.11,2,0,533.0,0,2,Yes,Home,2598219,15,16.29,Yes,3295015.0,78.85,6086452
38,Married,Graduate,2,Urban,1,Private,1,1,46777,87661.0,0,0,0,0.0,606977.0,532639.0,287746.0,23.51,2,1,677.0,0,0,Yes,Home,2735137,15,10.37,Yes,3186449.0,85.84,2735137
35,Married,Graduate,2,Urban,2,Private,8,8,67675,,2,3320951,68137,95.0,338837.0,0.0,291151.0,55.22,2,1,526.0,0,2,No,Education,193417,5,14.35,No,,,3514368
44,Married,High School,2,Rural,3,Private,1,4,65292,0.0,0,0,0,0.0,889411.0,275896.0,665228.0,98.98784180197512,3,2,677.0,0,0,No,Personal,964356,5,10.94,Yes,1424324.0,67.71,964356
32,Married,Graduate,1,Urban,3,Private,1,2,61512,0.0,0,0,0,0.0,1213374.0,260810.0,358502.0,41.14,1,2,628.0,0,0,No,Business,2894089,15,13.1,No,,,2894089
