Age,Education,Dependents,Residence_Type,City_Tier,Years_at_Current_Job,Total_Work_Experience,Monthly_Income,Other_Income,Existing_Loans,Existing_Loan_Amount,Monthly_EMI,Debt_to_Income,Savings,Investments,Bank_Balance,Credit_Card_Utilization,Number_of_Bank_Accounts,Number_of_Credit_Cards,Credit_Score,Loan_Defaults,Missed_Payments,Loan_Amount,Loan_Tenure,Interest_Rate,Collateral,Collateral_Value,Loan_to_Value,Total_Debt_Exposure,Marital_Status_Married,Marital_Status_Single,Marital_Status_Widowed,Employment_Type_Private,Employment_Type_Self-Employed,Employment_Type_Skilled Labor,Employment_Type_Unemployed,Tax_Return_Filed_Unknown,Tax_Return_Filed_Yes,Loan_Purpose_Education,Loan_Purpose_Home,Loan_Purpose_Medical,Loan_Purpose_Personal,Loan_Purpose_Vehicle
42,1,2,1,1,6,16,105267,20127.0,2,3965659,37797,35.91,201942.0,43526.0,324007.0,54.22,2,3,629.0,0,1,1002252,5,13.41,0,3135356.0,65.88499999999999,4967911,1,0,0,1,0,0,0,0,1,0,0,1,0,0
29,0,3,0,3,4,5,29666,16690.0,0,0,0,0.0,485201.0,0.0,361570.0,30.96,2,1,662.0,0,0,1103801,15,11.15,1,1277499.0,86.4,1103801,1,0,0,0,0,1,0,0,0,0,0,0,0,0
37,1,2,1,1,7,8,55912,14817.0,0,0,0,73.7535080718083,497406.0,983919.0,469363.0,52.68,2,1,608.0,0,0,609836,7,13.34,0,3135356.0,65.88499999999999,609836,1,0,0,1,0,0,0,0,0,1,0,0,0,0
33,4,2,0,4,0,3,70573,0.0,0,0,0,0.0,809734.0,720538.0,752445.0,33.59,1,1,645.0,0,0,486608,3,13.39,0,3135356.0,65.88499999999999,486608,1,0,0,0,0,0,0,0,0,0,0,1,0,0
21,5,0,1,1,0,0,90686,41118.0,0,0,0,0.0,870629.0,0.0,874364.0,52.63,3,3,676.0,0,0,4243092,5,11.24,0,3135356.0,65.88499999999999,4243092,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24,3,0,0,2,0,0,97210,0.0,1,2451547,23885,24.57,373439.0,49927.0,387792.0,27.56,3,3,625.0,0,1,730279,2,13.91,1,1246273.0,58.6,3181826,0,1,0,0,1,0,0,0,1,0,0,1,0,0
43,3,2,1,1,5,9,75508,13635.0,0,0,0,78.75115904899131,427092.0,251653.0,242446.0,13.9,2,1,578.0,0,0,876300,3,15.87,1,1082411.0,80.96,876300,1,0,0,0,0,0,0,0,1,0,0,0,0,1
30,1,1,0,4,1,5,83783,32470.0,0,0,0,0.0,1917586.0,1238741.0,688109.0,37.46,3,2,722.0,0,0,1246501,7,9.64,1,1566098.0,79.59,1246501,1,0,0,0,1,0,0,0,1,0,0,0,0,1
31,0,2,1,1,1,2,50081,66785.0,2,2594619,36133,72.15,289250.0,0.0,161045.0,47.09,1,1,517.0,0,2,307185,3,15.12,0,3135356.0,65.88499999999999,2901804,1,0,0,0,0,1,0,0,1,0,0,1,0,0
54,3,1,1,1,28,29,125587,0.0,0,0,0,0.0,3039931.0,0.0,2653260.0,27.79,4,2,694.0,0,0,3818919,15,10.19,1,5467443.0,69.85,3818919,0,0,0,1,0,0,0,0,1,0,0,0,0,0
47,3,0,0,3,19,22,47599,86182.0,2,1950865,21190,44.52,243816.0,0.0,166932.0,46.24,3,0,628.0,0,0,594951,5,12.92,1,712797.0,83.47,2545816,1,0,0,0,1,0,0,0,1,0,0,0,1,0
44,3,0,0,3,11,15,92347,0.0,0,0,0,0.0,1795586.0,710104.0,1148492.0,16.82,2,2,665.0,0,0,1189249,7,11.15,1,1595257.0,74.55,1189249,0,1,0,0,0,0,0,0,1,0,0,0,0,1
40,4,0,0,4,1,1,24000,0.0,0,0,0,0.0,218150.0,132158.0,188315.0,2.72,2,1,658.0,0,0,104143,5,10.52,0,3135356.0,65.88499999999999,104143,0,1,0,1,0,0,0,0,1,0,0,0,0,1
39,0,0,0,4,14,17,44580,37952.0,0,0,0,0.0,177888.0,39001.0,158680.0,49.08,3,2,654.0,0,0,2657881,30,11.63,1,3238204.0,82.08,2657881,1,0,0,0,0,1,0,0,1,0,1,0,0,0
46,4,0,1,2,6,13,84748,76562.0,1,5038551,57754,68.15,827073.0,157154.0,1027766.0,38.19,3,2,544.0,0,2,6050723,25,16.42,1,9918577.0,61.0,11089274,1,0,0,0,1,0,0,0,1,0,1,0,0,0
46,2,2,1,2,13,21,101590,97088.0,1,5724983,72321,71.19,752353.0,0.0,401518.0,47.8,3,2,364.0,1,4,3974019,15,16.54,1,6028979.0,65.92,9699002,1,0,0,1,0,0,0,0,1,0,1,0,0,0
36,2,1,0,4,0,0,51113,0.0,3,4366702,51298,95.0,129953.0,0.0,131258.0,40.2,2,1,481.0,0,3,3636043,20,14.34,1,7071874.0,51.42,8002745,0,1,0,1,0,0,0,0,0,0,1,0,0,0
21,2,0,1,1,0,0,52602,0.0,1,1295954,12782,24.3,405622.0,255678.0,341440.0,53.5,1,1,619.0,0,0,2397112,20,12.97,1,3451191.0,69.46,3693066,0,1,0,1,0,0,0,0,1,0,1,0,0,0
34,3,0,1,2,8,8,39908,0.0,3,1878304,21982,55.08,433793.0,98186.0,414991.0,41.38,1,1,540.0,0,3,2751328,20,16.76,1,4443688.0,61.92,4629632,1,0,0,1,0,0,0,0,1,0,1,0,0,0
27,2,1,1,1,1,1,47866,16434.0,1,2917043,27307,57.05,563167.0,0.0,167698.0,53.05,3,1,540.0,0,3,1355716,30,16.25,1,2422873.0,55.95,4272759,0,1,0,1,0,0,0,0,1,0,1,0,0,0
43,3,2,0,4,10,14,85743,15543.0,0,0,0,0.0,882764.0,176445.0,1087397.0,30.47,4,1,660.0,0,0,5640858,20,10.8,1,9701117.0,58.15,5640858,1,0,0,0,0,0,0,0,1,0,1,0,0,0
22,0,0,1,2,0,0,80036,0.0,0,0,0,0.0,1554762.0,187122.0,1371210.0,2.49,2,2,681.0,0,0,437342,5,10.37,0,3135356.0,65.88499999999999,437342,0,1,0,0,1,0,0,0,0,1,0,0,0,0
40,2,2,0,3,2,11,43733,69266.0,1,344222,4333,9.91,457264.0,0.0,293138.0,51.36,3,1,676.0,0,0,229402,3,10.27,0,3135356.0,65.88499999999999,573624,1,0,0,0,1,0,0,0,1,0,0,0,1,0
38,5,1,1,2,5,6,76078,0.0,0,0,0,0.0,593195.0,0.0,226582.0,45.58,2,1,651.0,0,0,721256,5,10.08,1,898771.0,80.25,721256,1,0,0,0,0,0,0,0,1,0,0,0,0,1
30,2,0,1,1,0,0,90718,0.0,0,0,0,0.0,879323.0,0.0,947132.0,76.87,4,1,683.0,0,0,6123148,20,11.02,1,12038960.0,50.86,6123148,0,1,0,0,0,0,0,0,1,0,1,0,0,0
38,3,1,1,1,2,2,40637,0.0,2,1576421,19616,48.27,402855.0,151217.0,475860.0,30.57,1,2,601.0,0,0,2089189,15,12.82,1,3222791.0,64.83,3665610,1,0,0,0,1,0,0,0,1,0,1,0,0,0
26,1,0,1,1,0,3,93562,10710.0,0,0,0,0.0,2053381.0,692226.0,2377775.0,63.13,2,1,651.0,1,0,847766,10,10.36,0,3135356.0,65.88499999999999,847766,0,1,0,0,1,0,0,0,1,1,0,0,0,0
30,5,1,1,1,0,1,77919,0.0,4,1533845,32850,42.16,1082624.0,0.0,354635.0,30.68,1,2,591.0,0,1,2248050,25,15.63,1,4010120.0,56.06,3781895,1,0,0,0,0,0,0,0,0,0,1,0,0,0
39,3,0,0,4,2,2,56530,0.0,3,3959026,43900,77.66,433150.0,0.0,346643.0,42.35,1,1,366.0,1,5,867671,3,13.72,1,948966.0,91.43,4826697,0,1,0,1,0,0,0,0,1,0,0,0,0,1
28,3,0,1,1,1,2,108644,16080.0,0,0,0,0.0,818139.0,99482.0,742476.0,22.69,3,2,653.0,0,0,5568727,30,11.85,1,10158060.0,54.82,5568727,0,1,0,0,0,0,0,0,1,0,1,0,0,0
21,1,0,1,2,0,0,66030,18115.0,1,3431959,35062,53.1,667421.0,0.0,208983.0,40.47,2,1,440.0,1,2,534069,5,16.53,0,3135356.0,65.88499999999999,3966028,0,1,0,1,0,0,0,0,1,0,0,0,1,0
39,1,0,1,1,4,13,69755,0.0,1,3326075,46793,67.08,336367.0,0.0,125748.0,63.66,2,3,453.0,1,2,1545091,10,15.22,0,3135356.0,65.88499999999999,4871166,0,1,0,0,1,0,0,0,1,0,0,0,0,0
25,3,0,1,2,0,0,67993,0.0,1,3394467,35950,52.87,89273.0,21402.0,61309.0,53.35,2,3,530.0,0,3,895111,10,14.2,0,3135356.0,65.88499999999999,4289578,0,1,0,0,0,0,0,0,1,1,0,0,0,0
36,4,2,1,1,0,7,85910,15630.0,0,0,0,76.2181256991027,671605.0,0.0,847908.0,53.94,2,2,594.0,0,0,4863451,30,15.65,1,6226768.0,78.11,4863451,1,0,0,1,0,0,0,0,1,0,1,0,0,0
21,2,0,1,2,0,0,77130,0.0,0,0,0,0.0,1050161.0,113497.0,458155.0,34.36,3,2,693.0,0,0,3293466,20,11.83,1,4269484.0,77.14,3293466,0,1,0,1,0,0,0,0,0,0,1,0,0,0
47,3,2,1,1,13,16,89282,525593.0,0,0,0,74.25249768838397,581558.0,151023.0,407252.0,75.95,3,3,588.0,0,0,1138597,5,14.42,1,1272319.0,89.49,1138597,1,0,0,0,1,0,0,0,1,0,0,0,0,1
33,4,3,1,1,3,5,84116,0.0,1,2739115,22341,26.56,512293.0,99196.0,242383.0,0.0,4,2,645.0,0,0,3188712,5,13.88,1,4500471.0,70.85,5927827,1,0,0,1,0,0,0,0,1,0,0,0,0,0
41,3,2,1,1,5,15,138934,0.0,2,5324059,58033,41.77,1647271.0,0.0,1851079.0,31.63,2,2,623.0,0,0,705039,5,11.75,1,1013276.0,69.58,6029098,1,0,0,1,0,0,0,0,0,0,0,0,1,0
28,3,0,1,1,3,5,79555,16239.0,1,1673750,17928,22.54,892240.0,0.0,659132.0,39.55,2,3,642.0,0,0,1369136,2,12.8,0,3135356.0,65.88499999999999,3042886,0,1,0,1,0,0,0,0,1,0,0,0,1,0
23,5,0,1,1,2,2,67554,0.0,2,5062915,71509,95.0,59371.0,18710.0,54350.0,72.73,3,2,511.0,0,2,781594,5,13.66,0,3135356.0,65.88499999999999,5844509,0,1,0,1,0,0,0,0,1,0,0,0,0,1
38,3,0,1,2,2,12,60531,0.0,0,0,0,0.0,509898.0,142246.0,645667.0,58.11,2,1,669.0,0,0,2202376,5,11.11,0,3135356.0,65.88499999999999,2202376,1,0,0,1,0,0,0,0,0,0,0,0,0,0
43,3,0,1,1,3,10,55103,0.0,2,3159604,69648,95.0,135792.0,0.0,170862.0,61.32,2,1,424.0,1,2,591494,7,14.03,1,1016847.0,58.17,3751098,0,0,0,1,0,0,0,0,1,1,0,0,0,0
37,4,2,1,2,2,9,104966,77354.0,0,0,0,0.0,1625970.0,0.0,1984255.0,31.0,5,2,655.0,0,0,1618289,5,10.31,1,3184111.0,50.82,1618289,1,0,0,1,0,0,0,0,1,0,0,0,0,1
39,1,2,0,2,1,1,51726,28893.0,1,2119227,19168,37.06,489925.0,154605.0,493933.0,42.32,1,1,584.0,0,1,866267,2,14.75,0,3135356.0,65.88499999999999,2985494,1,0,0,0,1,0,0,0,0,0,0,0,1,0
33,4,0,1,3,1,3,34354,0.0,0,0,0,0.0,255894.0,0.0,172730.0,68.59,2,2,684.0,0,0,573281,2,10.83,0,3135356.0,65.88499999999999,573281,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,4,3,1,3,1,3,47250,0.0,0,0,0,0.0,506287.0,113732.0,254614.0,29.54,1,0,630.0,0,0,2661665,25,11.67,1,4575646.0,58.17,2661665,1,0,0,0,0,0,0,0,1,0,1,0,0,0
24,2,1,1,2,1,3,69535,8104.0,0,0,0,0.0,900843.0,105902.0,496464.0,66.47,2,1,683.0,0,0,3719783,25,10.38,1,5901083.0,63.04,3719783,0,1,0,1,0,0,0,0,1,0,1,0,0,0
55,3,0,1,1,16,20,149233,0.0,4,6260333,60417,40.49,1916211.0,372393.0,698119.0,39.17,2,2,680.0,0,0,8181253,25,10.04,1,15334906.0,53.35,14441586,0,1,0,1,0,0,0,0,1,0,1,0,0,0
61,0,1,1,2,9,12,85810,0.0,1,423838,4344,5.06,1897467.0,311992.0,1910348.0,29.05,3,3,675.0,0,1,2837676,20,10.32,1,3795691.0,74.76,3261514,0,1,0,0,1,0,0,0,1,0,1,0,0,0
29,3,0,1,1,0,0,39677,0.0,0,0,0,0.0,648693.0,244624.0,492963.0,38.9,2,1,600.0,0,0,2186685,30,13.26,1,3301228.0,66.24,2186685,0,1,0,0,0,0,0,0,1,0,1,0,0,0
42,3,1,1,1,0,11,120911,0.0,0,0,0,0.0,2175139.0,0.0,1622391.0,33.4,2,4,698.0,0,0,6358054,30,10.28,1,7028109.0,90.47,6358054,1,0,0,0,0,0,0,0,1,0,1,0,0,0
30,3,0,1,1,3,5,82933,0.0,1,752246,6880,8.3,328000.0,74408.0,117625.0,36.59,4,1,652.0,0,0,3793990,15,10.53,1,5764311.0,65.82,4546236,0,1,0,0,0,0,0,0,1,0,1,0,0,0
39,3,0,1,1,2,7,103146,25428.0,0,0,0,0.0,687812.0,262045.0,500578.0,54.85,4,3,673.0,0,0,7155296,25,11.67,1,13321070.0,53.71,7155296,1,0,0,1,0,0,0,0,1,0,1,0,0,0
31,3,1,1,3,0,3,70953,0.0,3,6027391,51280,72.27,394970.0,298667.0,278764.0,48.45,2,2,419.0,1,3,1899690,25,16.63,1,2764659.0,68.71,7927081,1,0,0,0,0,0,0,1,0,0,1,0,0,0
30,3,1,1,2,4,7,104218,15574.0,0,0,0,0.0,962282.0,296989.0,962359.0,34.26,3,3,570.0,1,0,1105557,5,15.23,1,1301429.0,84.95,1105557,0,1,0,0,0,0,0,0,1,0,0,0,0,1
31,1,1,0,3,1,3,61166,0.0,1,3682180,47698,77.98,495604.0,578087.0,600266.0,44.27,2,3,531.0,0,3,351808,2,15.73,0,3135356.0,65.88499999999999,4033988,1,0,0,1,0,0,0,0,1,0,0,0,1,0
48,1,1,1,2,4,4,64964,0.0,0,0,0,0.0,843893.0,218997.0,423719.0,37.78,2,3,681.0,0,0,2408544,25,10.06,1,3082619.0,78.13,2408544,0,0,1,1,0,0,0,0,1,0,1,0,0,0
59,1,3,1,2,4,16,38384,0.0,1,252838,3807,9.92,244805.0,0.0,214441.0,63.45,2,1,668.0,0,0,2497234,30,10.63,1,3037286.0,82.22,2750072,1,0,0,0,0,1,0,0,1,0,1,0,0,0
33,3,3,1,1,0,2,45890,0.0,2,2043303,22986,50.09,639915.0,0.0,327557.0,45.94,1,1,576.0,0,2,2622678,20,15.15,1,4765100.0,55.04,4665981,1,0,0,1,0,0,0,0,1,0,1,0,0,0
27,4,0,1,1,2,3,54408,0.0,0,0,0,0.0,923586.0,280504.0,481288.0,16.75,2,2,651.0,0,0,656665,3,11.13,0,3135356.0,65.88499999999999,656665,0,1,0,1,0,0,0,0,0,0,0,0,1,0
63,3,2,1,1,0,11,78359,0.0,0,0,0,0.0,1555275.0,669437.0,1635400.0,15.59,3,2,663.0,0,0,3760040,30,11.95,1,4836814.0,77.74,3760040,1,0,0,1,0,0,0,0,1,0,1,0,0,0
46,0,1,0,4,1,17,61524,23342.0,1,2264315,20127,32.71,708787.0,171376.0,463819.0,50.06,2,1,492.0,1,2,595108,3,16.06,1,778304.0,76.46,2859423,1,0,0,0,1,0,0,0,1,0,0,0,0,1
49,1,1,0,3,1,4,52526,0.0,1,2096178,24917,47.44,606881.0,109378.0,502864.0,37.59,4,1,633.0,0,0,157209,5,13.62,0,3135356.0,65.88499999999999,2253387,1,0,0,1,0,0,0,0,1,1,0,0,0,0
46,3,0,1,1,18,18,115488,27385.0,3,2730932,25802,22.34,1884393.0,222063.0,1377388.0,23.29,3,2,656.0,0,0,510275,5,10.69,1,652264.0,78.23,3241207,0,1,0,1,0,0,0,0,1,0,0,0,0,1
40,5,3,0,2,2,3,83772,39083.0,0,0,0,0.0,337221.0,46255.0,289644.0,24.64,3,2,697.0,0,0,884775,7,11.48,1,1335886.0,90.4448335064782,884775,1,0,0,1,0,0,0,0,1,1,0,0,0,0
46,1,1,1,1,5,18,67824,0.0,0,0,0,0.0,421518.0,327978.0,187691.0,30.84,2,3,729.0,0,0,393120,2,9.94,0,3135356.0,65.88499999999999,393120,1,0,0,1,0,0,0,0,0,0,0,1,0,0
43,1,0,0,3,3,5,40807,71132.0,0,0,0,0.0,949660.0,228801.0,266804.0,39.29,2,2,692.0,0,0,1609815,15,11.88,1,2421932.0,66.47,1609815,1,0,0,0,1,0,0,0,0,0,1,0,0,0
34,1,3,1,1,2,5,18484,0.0,3,559521,5953,32.21,30040.0,5152.0,40131.0,16.31,2,0,577.0,0,1,172639,3,13.9,1,275161.0,62.74,732160,1,0,0,0,0,0,1,0,0,0,0,0,0,1
45,3,1,0,3,3,18,77667,0.0,1,3648762,45687,58.82,492659.0,129515.0,483094.0,49.41,4,3,387.0,1,5,915643,3,16.94,0,3135356.0,65.88499999999999,4564405,1,0,0,1,0,0,0,0,1,0,0,0,1,0
50,1,2,1,1,10,10,15294,17087.0,0,0,0,0.0,198139.0,48784.0,88196.0,7.07,1,1,665.0,0,0,823896,15,10.17,1,1126869.0,73.11,823896,1,0,0,0,0,0,1,0,1,0,1,0,0,0
24,2,0,0,4,0,0,44591,0.0,1,2112268,46702,95.0,38371.0,7959.0,72786.0,27.54,2,0,474.0,0,3,396368,10,14.24,0,3135356.0,65.88499999999999,2508636,0,1,0,1,0,0,0,0,0,1,0,0,0,0
39,4,2,1,2,4,10,53202,0.0,0,0,0,0.0,610831.0,321476.0,282462.0,17.9,1,1,638.0,0,0,599664,2,11.59,0,3135356.0,65.88499999999999,599664,0,0,0,1,0,0,0,0,1,0,0,0,1,0
39,1,2,0,4,10,14,43020,12822.0,1,1999111,43723,95.0,178865.0,51920.0,183671.0,60.66,3,2,482.0,0,3,149984,5,16.71,0,3135356.0,65.88499999999999,2149095,1,0,0,0,1,0,0,0,1,1,0,0,0,0
32,3,0,1,1,2,7,83440,0.0,0,0,0,0.0,508364.0,157403.0,321135.0,40.99,3,2,653.0,0,0,5755808,25,10.02,1,10683615.0,53.88,5755808,1,0,0,0,0,0,0,0,1,0,1,0,0,0
41,3,0,0,4,1,6,27576,0.0,3,1625889,25983,94.22,127838.0,106818.0,121610.0,51.49,2,0,523.0,0,1,344250,5,14.3,0,3135356.0,65.88499999999999,1970139,1,0,0,1,0,0,0,0,0,0,0,0,1,0
44,0,0,1,1,7,8,146699,0.0,0,0,0,0.0,948689.0,470892.0,626567.0,98.98784180197512,3,3,680.0,0,0,1053394,3,11.29,1,1624322.0,64.85,1053394,0,0,0,0,1,0,0,0,1,0,0,1,0,0
21,0,0,0,3,0,0,28898,87554.0,1,472084,6739,23.32,70136.0,17525.0,31608.0,50.5,1,1,630.0,0,0,139828,7,12.38,1,239083.0,58.49,611912,0,1,0,0,1,0,0,0,0,1,0,0,0,0
31,4,1,0,4,0,0,29379,22880.0,0,0,0,0.0,431169.0,573372.0,448852.0,57.89,2,1,657.0,0,0,130094,10,10.72,0,3135356.0,65.88499999999999,130094,1,0,0,0,0,0,0,0,0,1,0,0,0,0
31,2,1,1,1,0,2,64730,0.0,0,0,0,0.0,331091.0,0.0,242065.0,43.97,1,1,706.0,0,0,425404,2,9.77,0,3135356.0,65.88499999999999,425404,0,0,0,0,1,0,0,0,1,0,0,0,1,0
24,4,0,1,1,1,1,88897,0.0,0,0,0,0.0,2062363.0,282244.0,2156194.0,39.55,5,2,702.0,0,0,4596075,25,10.04,1,6134957.0,74.92,4596075,0,1,0,1,0,0,0,0,1,0,1,0,0,0
28,3,0,1,1,1,7,135424,71815.0,0,0,0,0.0,2455598.0,0.0,2979858.0,1.25,2,4,606.0,1,0,5001313,30,13.45,1,8081336.0,61.89,5001313,0,1,0,0,1,0,0,0,1,0,1,0,0,0
24,1,0,1,1,0,1,114643,0.0,0,0,0,0.0,2419822.0,0.0,2954337.0,28.7,3,2,676.0,0,0,574579,5,11.85,0,3135356.0,65.88499999999999,574579,0,1,0,0,1,0,0,0,1,0,0,0,1,0
46,1,2,0,3,10,10,45481,17830.0,1,2503167,27352,60.14,327154.0,290765.0,190075.0,33.96,3,0,396.0,1,5,521305,7,16.46,0,3135356.0,65.88499999999999,3024472,1,0,0,0,0,1,0,0,1,1,0,0,0,0
41,3,0,1,1,5,20,130838,24757.0,0,0,0,0.0,2662528.0,1904701.0,1467823.0,29.35,2,3,701.0,0,0,275312,2,9.44,0,3135356.0,65.88499999999999,275312,0,1,0,0,1,0,0,0,1,0,0,1,0,0
27,1,1,1,1,0,0,9135,0.0,2,369134,4900,53.64,70562.0,17870.0,85241.0,63.58,1,0,554.0,0,1,693329,20,16.34,1,1177297.0,65.88499999999999,1062463,1,0,0,0,0,0,1,0,1,0,1,0,0,0
48,2,3,1,2,19,19,105516,15031.0,0,0,0,0.0,1730531.0,594873.0,1878283.0,38.92,4,1,695.0,0,0,880897,3,11.43,1,1508924.0,58.38,880897,1,0,0,0,0,0,0,0,1,0,0,0,0,1
35,2,2,0,4,1,2,25442,51053.0,2,768799,12973,50.99,113527.0,23028.0,108470.0,40.16,1,2,429.0,1,3,101443,2,14.5,0,3135356.0,65.88499999999999,870242,0,0,1,1,0,0,0,0,1,0,0,1,0,0
32,0,1,1,1,11,11,31159,0.0,1,648206,7945,25.5,559977.0,335622.0,477724.0,51.21,1,0,624.0,0,0,286107,7,12.42,1,324093.0,88.28,934313,1,0,0,0,0,0,1,0,1,0,0,0,0,1
37,1,2,1,1,6,12,51461,0.0,1,2669709,34019,66.11,235494.0,267323.0,119733.0,43.19,3,1,353.0,1,5,356028,5,14.93,0,3135356.0,65.88499999999999,3025737,0,1,0,0,0,1,0,0,1,1,0,0,0,0
28,3,0,1,1,0,6,96289,0.0,0,0,0,0.0,840441.0,0.0,834781.0,0.78,3,2,677.0,0,0,6657132,30,10.88,1,9604109.0,69.32,6657132,1,0,0,1,0,0,0,0,1,0,1,0,0,0
43,1,2,0,4,5,17,70769,0.0,1,362393,3949,5.58,496477.0,0.0,594258.0,55.3,2,2,693.0,0,0,4341399,30,11.09,1,5344822.0,81.23,4703792,1,0,0,0,1,0,0,0,1,0,1,0,0,0
40,4,1,1,1,9,10,117079,0.0,0,0,0,0.0,1565438.0,0.0,1249006.0,28.82,5,1,660.0,0,0,1716460,5,11.51,1,2916902.0,58.85,1716460,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35,3,0,1,1,0,0,85714,0.0,0,0,0,0.0,1891023.0,0.0,991782.0,55.51,5,1,662.0,0,0,977684,3,11.96,0,3135356.0,65.88499999999999,977684,0,1,0,1,0,0,0,0,1,0,0,0,1,0
24,2,0,1,1,1,1,102006,312183.0,3,4339286,35217,34.52,1051382.0,245212.0,1194405.0,46.55,5,3,590.0,0,1,6215513,20,16.58,1,8253937.0,75.3,10554799,0,1,0,0,1,0,0,0,1,0,1,0,0,0
51,1,0,1,1,13,14,61860,0.0,2,3589709,30746,49.7,272693.0,89060.0,323847.0,42.57,1,2,581.0,0,1,1873966,15,14.94,1,2669681.0,70.19,5463675,0,0,1,0,0,1,0,0,1,0,0,0,0,0
43,3,1,0,4,4,8,37869,0.0,3,2562213,26770,70.69,51711.0,5743.0,43726.0,27.39,1,2,437.0,1,3,297817,2,15.03,0,3135356.0,65.88499999999999,2860030,1,0,0,1,0,0,0,0,1,0,0,0,1,0
38,3,0,1,1,9,15,138110,159449.0,1,1784568,14449,10.46,3026081.0,913755.0,1555499.0,0.0,5,2,687.0,0,0,10207860,25,11.9,1,16602884.0,61.48,11992428,0,1,0,0,1,0,0,0,1,0,1,0,0,0
22,1,0,1,4,0,0,28879,0.0,1,1744841,23376,80.94,77603.0,42831.0,63176.0,95.0,1,1,496.0,0,4,317055,7,14.63,1,368368.0,86.07,2061896,0,1,0,1,0,0,0,0,1,0,0,0,0,1
41,3,0,1,2,7,12,72678,0.0,0,0,0,0.0,1615786.0,0.0,1059274.0,20.27,2,1,662.0,0,0,3995819,25,10.95,1,4171409.0,95.0,3995819,0,1,0,0,0,0,0,0,1,0,1,0,0,0
44,3,0,0,4,9,12,75107,9170.0,1,2768432,37287,49.65,1009916.0,1623717.0,399880.0,34.15,1,1,620.0,0,0,3516700,15,12.41,1,6388759.0,55.05,6285132,0,1,0,1,0,0,0,0,0,0,0,0,0,0
33,3,0,1,2,7,7,46244,0.0,2,244076,2768,5.99,986268.0,382104.0,1092253.0,34.49,1,1,695.0,0,0,292236,3,11.32,0,3135356.0,65.88499999999999,536312,0,1,0,1,0,0,0,0,0,0,0,1,0,0
34,3,2,1,2,9,9,74679,23161.0,0,0,0,0.0,810782.0,241650.0,777202.0,21.24,4,2,660.0,0,0,448400,5,11.97,0,3135356.0,65.88499999999999,448400,1,0,0,1,0,0,0,0,1,1,0,0,0,0
21,0,0,0,3,0,0,19706,40830.0,1,352509,4609,23.39,111107.0,0.0,150035.0,40.17,2,1,650.0,0,0,528796,25,11.66,1,823160.0,64.24,881305,1,0,0,0,1,0,0,0,0,0,1,0,0,0
29,1,0,1,2,2,2,70616,0.0,0,0,0,0.0,456991.0,83871.0,244391.0,50.31,1,2,664.0,0,0,3672887,25,10.35,1,5915861.0,62.09,3672887,0,1,0,1,0,0,0,0,0,0,1,0,0,0
43,4,3,1,3,8,22,69531,0.0,1,749770,8002,11.51,1045889.0,0.0,519262.0,0.0,1,2,639.0,0,2,3449715,25,13.02,1,6401449.0,53.89,4199485,1,0,0,1,0,0,0,0,1,0,1,0,0,0
59,3,1,1,1,30,37,175632,19417.0,0,0,0,0.0,2356148.0,0.0,2482563.0,62.7,2,2,708.0,0,0,1936517,3,9.89,1,3186613.0,60.77,1936517,0,0,0,1,0,0,0,0,1,0,0,0,0,1
28,3,2,1,3,0,2,36870,0.0,0,0,0,0.0,398160.0,53774.0,395391.0,21.39,1,2,674.0,0,0,1394906,30,10.79,1,2387854.0,58.42,1394906,1,0,0,0,0,0,0,0,1,0,1,0,0,0
33,1,0,1,2,2,7,89908,0.0,1,2655257,23437,26.07,1830511.0,352132.0,933741.0,33.77,2,3,641.0,0,0,1056957,3,12.76,0,3135356.0,65.88499999999999,3712214,0,1,0,1,0,0,0,0,1,0,0,0,1,0
28,4,1,1,3,6,7,71062,0.0,1,2552191,29039,40.86,886647.0,1503912.0,1022403.0,50.29,2,1,499.0,1,0,268543,7,13.99,0,3135356.0,65.88499999999999,2820734,1,0,0,1,0,0,0,0,1,1,0,0,0,0
41,1,1,1,2,4,5,101596,20150.0,0,0,0,0.0,2435556.0,375081.0,884431.0,51.37,2,1,674.0,0,0,416818,3,11.91,0,3135356.0,65.88499999999999,416818,0,0,0,0,1,0,0,0,0,0,0,0,1,0
44,4,0,1,3,11,19,71291,16998.0,0,0,0,0.0,888003.0,0.0,308350.0,0.0,1,2,631.0,0,0,412310,5,12.12,1,644124.0,64.01,412310,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,3,0,0,4,3,6,64603,7680.0,0,0,0,0.0,933733.0,130835.0,728435.0,22.15,2,2,663.0,0,0,582145,3,12.0,0,3135356.0,65.88499999999999,582145,0,1,0,0,0,0,0,0,1,0,0,1,0,0
46,4,2,1,1,1,3,91064,0.0,1,4035234,53052,58.26,841203.0,0.0,842435.0,76.43,2,2,556.0,0,1,3919696,25,14.13,1,6998771.0,56.01,7954930,1,0,0,1,0,0,0,0,1,0,1,0,0,0
41,4,2,1,1,11,11,123653,0.0,0,0,0,0.0,1587559.0,0.0,1175701.0,54.38,2,2,652.0,0,0,1870134,5,10.96,0,3135356.0,65.88499999999999,1870134,1,0,0,1,0,0,0,0,1,0,0,0,1,0
